M4id,Frequency,Horizon,SP,StartingDate
Q15240,4,8,Quarterly,30-09-85 12:00
Q15241,4,8,Quarterly,30-09-85 12:00
Q15242,4,8,Quarterly,30-09-85 12:00
Q15243,4,8,Quarterly,30-09-85 12:00
Q15244,4,8,Quarterly,30-09-85 12:00
Q15245,4,8,Quarterly,30-09-83 12:00
Q15246,4,8,Quarterly,30-09-83 12:00
Q15247,4,8,Quarterly,30-09-85 12:00
Q15248,4,8,Quarterly,30-09-83 12:00
Q15249,4,8,Quarterly,30-09-85 12:00
Q15250,4,8,Quarterly,30-09-85 12:00
Q15251,4,8,Quarterly,30-09-85 12:00
Q15252,4,8,Quarterly,30-09-83 12:00
Q15253,4,8,Quarterly,30-09-83 12:00
Q15254,4,8,Quarterly,30-09-83 12:00
Q15255,4,8,Quarterly,30-09-85 12:00
Q15256,4,8,Quarterly,30-09-85 12:00
Q15257,4,8,Quarterly,30-09-85 12:00
Q15258,4,8,Quarterly,30-09-85 12:00
Q15259,4,8,Quarterly,30-09-85 12:00
Q15260,4,8,Quarterly,30-09-83 12:00
Q15261,4,8,Quarterly,30-09-83 12:00
Q15262,4,8,Quarterly,30-09-83 12:00
Q15263,4,8,Quarterly,30-09-85 12:00
Q15264,4,8,Quarterly,30-09-83 12:00
Q15265,4,8,Quarterly,30-09-83 12:00
Q15266,4,8,Quarterly,30-09-83 12:00
Q15267,4,8,Quarterly,30-09-85 12:00
Q15268,4,8,Quarterly,30-09-85 12:00
Q15269,4,8,Quarterly,30-09-85 12:00
Q15270,4,8,Quarterly,30-09-85 12:00
Q15271,4,8,Quarterly,30-09-85 12:00
Q15272,4,8,Quarterly,30-09-85 12:00
Q15273,4,8,Quarterly,30-09-85 12:00
Q15274,4,8,Quarterly,30-09-83 12:00
Q15275,4,8,Quarterly,30-09-83 12:00
Q15276,4,8,Quarterly,30-09-83 12:00
Q15277,4,8,Quarterly,30-09-83 12:00
Q15278,4,8,Quarterly,30-09-85 12:00
Q15279,4,8,Quarterly,30-09-85 12:00
Q15280,4,8,Quarterly,30-09-85 12:00
Q15281,4,8,Quarterly,30-09-85 12:00
Q15282,4,8,Quarterly,30-09-83 12:00
Q15283,4,8,Quarterly,30-09-83 12:00
Q15284,4,8,Quarterly,30-09-77 12:00
Q15285,4,8,Quarterly,30-09-77 12:00
Q15286,4,8,Quarterly,30-09-74 12:00
Q15287,4,8,Quarterly,30-09-74 12:00
Q15288,4,8,Quarterly,30-09-77 12:00
Q15289,4,8,Quarterly,30-09-77 12:00
Q15290,4,8,Quarterly,30-09-77 12:00
Q15291,4,8,Quarterly,30-09-77 12:00
Q15292,4,8,Quarterly,30-09-77 12:00
Q15293,4,8,Quarterly,30-09-77 12:00
Q15294,4,8,Quarterly,30-09-77 12:00
Q15295,4,8,Quarterly,30-09-69 12:00
Q15296,4,8,Quarterly,30-09-69 12:00
Q15297,4,8,Quarterly,30-09-69 12:00
Q15298,4,8,Quarterly,30-09-74 12:00
Q15299,4,8,Quarterly,30-09-74 12:00
Q15300,4,8,Quarterly,30-09-69 12:00
Q15301,4,8,Quarterly,30-09-74 12:00
Q15302,4,8,Quarterly,30-09-74 12:00
Q15303,4,8,Quarterly,30-09-74 12:00
Q15304,4,8,Quarterly,30-09-85 12:00
Q15305,4,8,Quarterly,30-09-91 12:00
Q15306,4,8,Quarterly,30-09-85 12:00
Q15307,4,8,Quarterly,30-09-91 12:00
Q15308,4,8,Quarterly,30-09-97 12:00
Q15309,4,8,Quarterly,30-09-85 12:00
Q15310,4,8,Quarterly,30-09-85 12:00
Q15311,4,8,Quarterly,30-09-85 12:00
Q15312,4,8,Quarterly,30-09-85 12:00
Q15313,4,8,Quarterly,30-09-85 12:00
Q15314,4,8,Quarterly,30-09-85 12:00
Q15315,4,8,Quarterly,30-09-85 12:00
Q15316,4,8,Quarterly,30-09-85 12:00
Q15317,4,8,Quarterly,30-09-85 12:00
Q15318,4,8,Quarterly,30-09-85 12:00
Q15319,4,8,Quarterly,30-09-85 12:00
Q15320,4,8,Quarterly,30-09-85 12:00
Q15321,4,8,Quarterly,30-09-85 12:00
Q15322,4,8,Quarterly,30-09-85 12:00
Q15323,4,8,Quarterly,30-09-85 12:00
Q15324,4,8,Quarterly,30-09-85 12:00
Q15325,4,8,Quarterly,31-03-01 12:00
Q15326,4,8,Quarterly,31-03-01 12:00
Q15327,4,8,Quarterly,30-09-85 12:00
Q15328,4,8,Quarterly,30-09-85 12:00
Q15329,4,8,Quarterly,30-09-85 12:00
Q15330,4,8,Quarterly,30-09-85 12:00
Q15331,4,8,Quarterly,30-09-85 12:00
Q15332,4,8,Quarterly,30-09-85 12:00
Q15333,4,8,Quarterly,30-09-85 12:00
Q15334,4,8,Quarterly,30-09-85 12:00
Q15335,4,8,Quarterly,30-09-85 12:00
Q15336,4,8,Quarterly,30-09-85 12:00
Q15337,4,8,Quarterly,30-09-85 12:00
Q15338,4,8,Quarterly,30-09-85 12:00
Q15339,4,8,Quarterly,30-09-85 12:00
Q15340,4,8,Quarterly,30-09-85 12:00
Q15341,4,8,Quarterly,30-09-85 12:00
Q15342,4,8,Quarterly,30-09-85 12:00
Q15343,4,8,Quarterly,30-09-85 12:00
Q15344,4,8,Quarterly,30-09-85 12:00
Q15345,4,8,Quarterly,30-09-85 12:00
Q15346,4,8,Quarterly,30-09-85 12:00
Q15347,4,8,Quarterly,30-09-85 12:00
Q15348,4,8,Quarterly,30-09-85 12:00
Q15349,4,8,Quarterly,30-09-85 12:00
Q15350,4,8,Quarterly,30-09-85 12:00
Q15351,4,8,Quarterly,30-09-85 12:00
Q15352,4,8,Quarterly,30-09-85 12:00
Q15353,4,8,Quarterly,30-06-84 12:00
Q15354,4,8,Quarterly,30-09-85 12:00
Q15355,4,8,Quarterly,30-06-84 12:00
Q15356,4,8,Quarterly,30-06-84 12:00
Q15357,4,8,Quarterly,30-06-84 12:00
Q15358,4,8,Quarterly,30-06-84 12:00
Q15359,4,8,Quarterly,30-06-84 12:00
Q15360,4,8,Quarterly,30-06-84 12:00
Q15361,4,8,Quarterly,30-06-84 12:00
Q15362,4,8,Quarterly,30-06-84 12:00
Q15363,4,8,Quarterly,30-09-94 12:00
Q15364,4,8,Quarterly,30-09-94 12:00
Q15365,4,8,Quarterly,30-09-87 12:00
Q15366,4,8,Quarterly,30-09-03 12:00
Q15367,4,8,Quarterly,30-09-94 12:00
Q15368,4,8,Quarterly,30-09-85 12:00
Q15369,4,8,Quarterly,30-09-85 12:00
Q15370,4,8,Quarterly,30-06-87 12:00
Q15371,4,8,Quarterly,30-09-89 12:00
Q15372,4,8,Quarterly,30-09-85 12:00
Q15373,4,8,Quarterly,31-03-85 12:00
Q15374,4,8,Quarterly,31-12-85 12:00
Q15375,4,8,Quarterly,30-06-87 12:00
Q15376,4,8,Quarterly,30-06-87 12:00
Q15377,4,8,Quarterly,30-06-87 12:00
Q15378,4,8,Quarterly,30-06-87 12:00
Q15379,4,8,Quarterly,30-06-87 12:00
Q15380,4,8,Quarterly,30-06-87 12:00
Q15381,4,8,Quarterly,30-06-87 12:00
Q15382,4,8,Quarterly,30-06-87 12:00
Q15383,4,8,Quarterly,30-06-87 12:00
Q15384,4,8,Quarterly,30-06-87 12:00
Q15385,4,8,Quarterly,30-06-89 12:00
Q15386,4,8,Quarterly,30-06-89 12:00
Q15387,4,8,Quarterly,30-09-89 12:00
Q15388,4,8,Quarterly,30-09-89 12:00
Q15389,4,8,Quarterly,30-09-89 12:00
Q15390,4,8,Quarterly,30-09-89 12:00
Q15391,4,8,Quarterly,28-02-91 12:00
Q15392,4,8,Quarterly,28-02-91 12:00
Q15393,4,8,Quarterly,28-02-91 12:00
Q15394,4,8,Quarterly,28-02-91 12:00
Q15395,4,8,Quarterly,28-02-91 12:00
Q15396,4,8,Quarterly,28-02-91 12:00
Q15397,4,8,Quarterly,28-02-91 12:00
Q15398,4,8,Quarterly,28-02-91 12:00
Q15399,4,8,Quarterly,28-02-91 12:00
Q15400,4,8,Quarterly,28-02-91 12:00
Q15401,4,8,Quarterly,30-06-81 12:00
Q15402,4,8,Quarterly,30-06-88 12:00
Q15403,4,8,Quarterly,30-06-88 12:00
Q15404,4,8,Quarterly,30-06-88 12:00
Q15405,4,8,Quarterly,30-06-88 12:00
Q15406,4,8,Quarterly,30-06-88 12:00
Q15407,4,8,Quarterly,30-09-86 12:00
Q15408,4,8,Quarterly,30-09-76 12:00
Q15409,4,8,Quarterly,30-09-86 12:00
Q15410,4,8,Quarterly,30-09-76 12:00
Q15411,4,8,Quarterly,30-09-76 12:00
Q15412,4,8,Quarterly,30-09-76 12:00
Q15413,4,8,Quarterly,30-09-87 12:00
Q15414,4,8,Quarterly,31-07-91 12:00
Q15415,4,8,Quarterly,30-09-83 12:00
Q15416,4,8,Quarterly,30-09-85 12:00
Q15417,4,8,Quarterly,30-09-85 12:00
Q15418,4,8,Quarterly,30-09-85 12:00
Q15419,4,8,Quarterly,30-09-85 12:00
Q15420,4,8,Quarterly,30-09-83 12:00
Q15421,4,8,Quarterly,30-09-83 12:00
Q15422,4,8,Quarterly,30-09-83 12:00
Q15423,4,8,Quarterly,30-09-85 12:00
Q15424,4,8,Quarterly,30-09-85 12:00
Q15425,4,8,Quarterly,30-09-85 12:00
Q15426,4,8,Quarterly,30-09-85 12:00
Q15427,4,8,Quarterly,30-09-85 12:00
Q15428,4,8,Quarterly,30-09-83 12:00
Q15429,4,8,Quarterly,30-09-84 12:00
Q15430,4,8,Quarterly,30-09-85 12:00
Q15431,4,8,Quarterly,30-09-85 12:00
Q15432,4,8,Quarterly,30-09-85 12:00
Q15433,4,8,Quarterly,30-09-85 12:00
Q15434,4,8,Quarterly,30-09-85 12:00
Q15435,4,8,Quarterly,30-09-83 12:00
Q15436,4,8,Quarterly,30-09-85 12:00
Q15437,4,8,Quarterly,30-09-83 12:00
Q15438,4,8,Quarterly,30-09-83 12:00
Q15439,4,8,Quarterly,30-09-85 12:00
Q15440,4,8,Quarterly,30-09-85 12:00
Q15441,4,8,Quarterly,30-09-85 12:00
Q15442,4,8,Quarterly,30-09-83 12:00
Q15443,4,8,Quarterly,30-09-83 12:00
Q15444,4,8,Quarterly,30-09-83 12:00
Q15445,4,8,Quarterly,30-09-74 12:00
Q15446,4,8,Quarterly,30-09-74 12:00
Q15447,4,8,Quarterly,30-09-77 12:00
Q15448,4,8,Quarterly,30-09-74 12:00
Q15449,4,8,Quarterly,30-09-69 12:00
Q15450,4,8,Quarterly,30-09-74 12:00
Q15451,4,8,Quarterly,30-09-74 12:00
Q15452,4,8,Quarterly,30-09-74 12:00
Q15453,4,8,Quarterly,30-09-74 12:00
Q15454,4,8,Quarterly,30-09-91 12:00
Q15455,4,8,Quarterly,30-09-97 12:00
Q15456,4,8,Quarterly,30-09-88 12:00
Q15457,4,8,Quarterly,30-09-74 12:00
Q15458,4,8,Quarterly,30-09-85 12:00
Q15459,4,8,Quarterly,30-09-85 12:00
Q15460,4,8,Quarterly,30-09-85 12:00
Q15461,4,8,Quarterly,30-09-85 12:00
Q15462,4,8,Quarterly,30-09-85 12:00
Q15463,4,8,Quarterly,30-09-85 12:00
Q15464,4,8,Quarterly,30-09-85 12:00
Q15465,4,8,Quarterly,30-09-85 12:00
Q15466,4,8,Quarterly,30-09-94 12:00
Q15467,4,8,Quarterly,30-09-94 12:00
Q15468,4,8,Quarterly,30-09-85 12:00
Q15469,4,8,Quarterly,30-09-85 12:00
Q15470,4,8,Quarterly,30-09-85 12:00
Q15471,4,8,Quarterly,30-09-85 12:00
Q15472,4,8,Quarterly,30-09-85 12:00
Q15473,4,8,Quarterly,30-09-85 12:00
Q15474,4,8,Quarterly,30-09-85 12:00
Q15475,4,8,Quarterly,30-06-84 12:00
Q15476,4,8,Quarterly,30-06-84 12:00
Q15477,4,8,Quarterly,30-09-03 12:00
Q15478,4,8,Quarterly,30-06-07 12:00
Q15479,4,8,Quarterly,30-06-07 12:00
Q15480,4,8,Quarterly,31-03-03 12:00
Q15481,4,8,Quarterly,30-06-87 12:00
Q15482,4,8,Quarterly,30-09-83 12:00
Q15483,4,8,Quarterly,30-09-83 12:00
Q15484,4,8,Quarterly,31-12-85 12:00
Q15485,4,8,Quarterly,31-03-85 12:00
Q15486,4,8,Quarterly,31-03-03 12:00
Q15487,4,8,Quarterly,30-06-87 12:00
Q15488,4,8,Quarterly,30-06-87 12:00
Q15489,4,8,Quarterly,30-06-87 12:00
Q15490,4,8,Quarterly,30-06-87 12:00
Q15491,4,8,Quarterly,30-06-87 12:00
Q15492,4,8,Quarterly,30-06-87 12:00
Q15493,4,8,Quarterly,30-06-87 12:00
Q15494,4,8,Quarterly,30-06-87 12:00
Q15495,4,8,Quarterly,30-06-89 12:00
Q15496,4,8,Quarterly,30-06-89 12:00
Q15497,4,8,Quarterly,30-09-89 12:00
Q15498,4,8,Quarterly,30-09-89 12:00
Q15499,4,8,Quarterly,30-09-89 12:00
Q15500,4,8,Quarterly,30-09-89 12:00
Q15501,4,8,Quarterly,30-06-89 12:00
Q15502,4,8,Quarterly,30-06-89 12:00
Q15503,4,8,Quarterly,30-09-97 12:00
Q15504,4,8,Quarterly,30-09-76 12:00
Q15505,4,8,Quarterly,30-09-79 12:00
Q15506,4,8,Quarterly,30-09-72 12:00
Q15507,4,8,Quarterly,30-09-72 12:00
Q15508,4,8,Quarterly,30-09-72 12:00
Q15509,4,8,Quarterly,30-09-79 12:00
Q15510,4,8,Quarterly,30-09-79 12:00
Q15511,4,8,Quarterly,30-09-79 12:00
Q15512,4,8,Quarterly,30-09-65 12:00
Q15513,4,8,Quarterly,30-09-65 12:00
Q15514,4,8,Quarterly,30-09-65 12:00
Q15515,4,8,Quarterly,30-09-66 12:00
Q15516,4,8,Quarterly,31-03-70 12:00
Q15517,4,8,Quarterly,31-03-70 12:00
Q15518,4,8,Quarterly,31-03-88 12:00
Q15519,4,8,Quarterly,31-03-88 12:00
Q15520,4,8,Quarterly,31-03-88 12:00
Q15521,4,8,Quarterly,31-03-88 12:00
Q15522,4,8,Quarterly,30-09-86 12:00
Q15523,4,8,Quarterly,30-09-86 12:00
Q15524,4,8,Quarterly,30-09-87 12:00
Q15525,4,8,Quarterly,30-09-87 12:00
Q15526,4,8,Quarterly,30-09-87 12:00
Q15527,4,8,Quarterly,30-09-87 12:00
Q15528,4,8,Quarterly,01-01-93 12:00
Q15529,4,8,Quarterly,01-01-93 12:00
Q15530,4,8,Quarterly,01-01-93 12:00
Q15531,4,8,Quarterly,31-03-69 12:00
Q15532,4,8,Quarterly,31-03-69 12:00
Q15533,4,8,Quarterly,31-03-69 12:00
Q15534,4,8,Quarterly,31-03-69 12:00
Q15535,4,8,Quarterly,31-03-69 12:00
Q15536,4,8,Quarterly,31-03-87 12:00
Q15537,4,8,Quarterly,31-03-99 12:00
Q15538,4,8,Quarterly,31-03-69 12:00
Q15539,4,8,Quarterly,31-03-99 12:00
Q15540,4,8,Quarterly,31-03-99 12:00
Q15541,4,8,Quarterly,31-03-99 12:00
Q15542,4,8,Quarterly,31-03-99 12:00
Q15543,4,8,Quarterly,31-03-99 12:00
Q15544,4,8,Quarterly,31-03-99 12:00
Q15545,4,8,Quarterly,31-03-99 12:00
Q15546,4,8,Quarterly,31-03-99 12:00
Q15547,4,8,Quarterly,31-03-99 12:00
Q15548,4,8,Quarterly,31-03-69 12:00
Q15549,4,8,Quarterly,31-03-69 12:00
Q15550,4,8,Quarterly,31-03-69 12:00
Q15551,4,8,Quarterly,31-03-69 12:00
Q15552,4,8,Quarterly,31-03-69 12:00
Q15553,4,8,Quarterly,31-03-69 12:00
Q15554,4,8,Quarterly,31-03-99 12:00
Q15555,4,8,Quarterly,31-03-99 12:00
Q15556,4,8,Quarterly,31-03-99 12:00
Q15557,4,8,Quarterly,31-03-69 12:00
Q15558,4,8,Quarterly,31-03-69 12:00
Q15559,4,8,Quarterly,31-03-69 12:00
Q15560,4,8,Quarterly,31-03-69 12:00
Q15561,4,8,Quarterly,31-03-69 12:00
Q15562,4,8,Quarterly,31-12-96 12:00
Q15563,4,8,Quarterly,31-12-96 12:00
Q15564,4,8,Quarterly,31-03-69 12:00
Q15565,4,8,Quarterly,31-03-69 12:00
Q15566,4,8,Quarterly,31-03-69 12:00
Q15567,4,8,Quarterly,31-03-69 12:00
Q15568,4,8,Quarterly,31-03-69 12:00
Q15569,4,8,Quarterly,31-03-69 12:00
Q15570,4,8,Quarterly,31-03-69 12:00
Q15571,4,8,Quarterly,31-03-99 12:00
Q15572,4,8,Quarterly,31-03-99 12:00
Q15573,4,8,Quarterly,31-03-99 12:00
Q15574,4,8,Quarterly,31-03-99 12:00
Q15575,4,8,Quarterly,31-03-99 12:00
Q15576,4,8,Quarterly,31-03-99 12:00
Q15577,4,8,Quarterly,31-03-99 12:00
Q15578,4,8,Quarterly,31-03-99 12:00
Q15579,4,8,Quarterly,31-03-99 12:00
Q15580,4,8,Quarterly,31-03-99 12:00
Q15581,4,8,Quarterly,31-03-01 12:00
Q15582,4,8,Quarterly,31-03-01 12:00
Q15583,4,8,Quarterly,31-03-69 12:00
Q15584,4,8,Quarterly,31-03-69 12:00
Q15585,4,8,Quarterly,31-03-69 12:00
Q15586,4,8,Quarterly,31-03-69 12:00
Q15587,4,8,Quarterly,31-03-69 12:00
Q15588,4,8,Quarterly,31-03-69 12:00
Q15589,4,8,Quarterly,31-03-69 12:00
Q15590,4,8,Quarterly,31-03-99 12:00
Q15591,4,8,Quarterly,31-03-99 12:00
Q15592,4,8,Quarterly,31-03-69 12:00
Q15593,4,8,Quarterly,31-03-69 12:00
Q15594,4,8,Quarterly,31-03-01 12:00
Q15595,4,8,Quarterly,31-03-01 12:00
Q15596,4,8,Quarterly,31-03-01 12:00
Q15597,4,8,Quarterly,31-03-69 12:00
Q15598,4,8,Quarterly,31-03-69 12:00
Q15599,4,8,Quarterly,31-03-69 12:00
Q15600,4,8,Quarterly,31-03-69 12:00
Q15601,4,8,Quarterly,31-03-69 12:00
Q15602,4,8,Quarterly,31-12-96 12:00
Q15603,4,8,Quarterly,31-03-69 12:00
Q15604,4,8,Quarterly,31-03-69 12:00
Q15605,4,8,Quarterly,31-03-69 12:00
Q15606,4,8,Quarterly,31-03-69 12:00
Q15607,4,8,Quarterly,31-03-69 12:00
Q15608,4,8,Quarterly,31-03-69 12:00
Q15609,4,8,Quarterly,31-03-69 12:00
Q15610,4,8,Quarterly,31-03-69 12:00
Q15611,4,8,Quarterly,31-03-69 12:00
Q15612,4,8,Quarterly,31-03-00 12:00
Q15613,4,8,Quarterly,31-03-90 12:00
Q15614,4,8,Quarterly,31-03-96 12:00
Q15615,4,8,Quarterly,31-03-60 12:00
Q15616,4,8,Quarterly,31-03-98 12:00
Q15617,4,8,Quarterly,31-03-00 12:00
Q15618,4,8,Quarterly,31-03-60 12:00
Q15619,4,8,Quarterly,31-03-80 12:00
Q15620,4,8,Quarterly,31-03-94 12:00
Q15621,4,8,Quarterly,31-01-06 12:00
Q15622,4,8,Quarterly,31-03-77 12:00
Q15623,4,8,Quarterly,31-03-00 12:00
Q15624,4,8,Quarterly,31-03-00 12:00
Q15625,4,8,Quarterly,31-03-00 12:00
Q15626,4,8,Quarterly,31-03-03 12:00
Q15627,4,8,Quarterly,31-03-03 12:00
Q15628,4,8,Quarterly,31-03-03 12:00
Q15629,4,8,Quarterly,31-03-75 12:00
Q15630,4,8,Quarterly,30-09-03 12:00
Q15631,4,8,Quarterly,31-03-09 12:00
Q15632,4,8,Quarterly,31-03-02 12:00
Q15633,4,8,Quarterly,31-03-98 12:00
Q15634,4,8,Quarterly,31-03-98 12:00
Q15635,4,8,Quarterly,31-03-98 12:00
Q15636,4,8,Quarterly,31-03-98 12:00
Q15637,4,8,Quarterly,31-03-98 12:00
Q15638,4,8,Quarterly,31-03-98 12:00
Q15639,4,8,Quarterly,31-03-85 12:00
Q15640,4,8,Quarterly,31-03-92 12:00
Q15641,4,8,Quarterly,31-03-98 12:00
Q15642,4,8,Quarterly,30-09-75 12:00
Q15643,4,8,Quarterly,31-01-56 12:00
Q15644,4,8,Quarterly,31-03-00 12:00
Q15645,4,8,Quarterly,31-03-59 12:00
Q15646,4,8,Quarterly,31-03-75 12:00
Q15647,4,8,Quarterly,31-03-03 12:00
Q15648,4,8,Quarterly,31-03-00 12:00
Q15649,4,8,Quarterly,31-01-60 12:00
Q15650,4,8,Quarterly,31-01-59 12:00
Q15651,4,8,Quarterly,31-01-55 12:00
Q15652,4,8,Quarterly,31-03-55 12:00
Q15653,4,8,Quarterly,31-03-93 12:00
Q15654,4,8,Quarterly,31-03-94 12:00
Q15655,4,8,Quarterly,31-03-55 12:00
Q15656,4,8,Quarterly,31-03-80 12:00
Q15657,4,8,Quarterly,31-03-01 12:00
Q15658,4,8,Quarterly,31-03-94 12:00
Q15659,4,8,Quarterly,31-03-00 12:00
Q15660,4,8,Quarterly,31-03-96 12:00
Q15661,4,8,Quarterly,31-03-80 12:00
Q15662,4,8,Quarterly,31-03-98 12:00
Q15663,4,8,Quarterly,31-03-98 12:00
Q15664,4,8,Quarterly,30-06-82 12:00
Q15665,4,8,Quarterly,31-03-00 12:00
Q15666,4,8,Quarterly,31-03-00 12:00
Q15667,4,8,Quarterly,31-01-55 12:00
Q15668,4,8,Quarterly,31-01-56 12:00
Q15669,4,8,Quarterly,31-03-00 12:00
Q15670,4,8,Quarterly,31-01-56 12:00
Q15671,4,8,Quarterly,31-01-55 12:00
Q15672,4,8,Quarterly,31-03-00 12:00
Q15673,4,8,Quarterly,31-03-91 12:00
Q15674,4,8,Quarterly,31-01-55 12:00
Q15675,4,8,Quarterly,31-01-58 12:00
Q15676,4,8,Quarterly,31-01-55 12:00
Q15677,4,8,Quarterly,30-06-77 12:00
Q15678,4,8,Quarterly,31-03-91 12:00
Q15679,4,8,Quarterly,30-06-94 12:00
Q15680,4,8,Quarterly,31-01-55 12:00
Q15681,4,8,Quarterly,31-03-98 12:00
Q15682,4,8,Quarterly,31-03-75 12:00
Q15683,4,8,Quarterly,30-06-77 12:00
Q15684,4,8,Quarterly,31-03-92 12:00
Q15685,4,8,Quarterly,31-01-55 12:00
Q15686,4,8,Quarterly,31-01-58 12:00
Q15687,4,8,Quarterly,31-03-94 12:00
Q15688,4,8,Quarterly,31-01-56 12:00
Q15689,4,8,Quarterly,31-03-94 12:00
Q15690,4,8,Quarterly,31-01-56 12:00
Q15691,4,8,Quarterly,31-01-55 12:00
Q15692,4,8,Quarterly,31-03-80 12:00
Q15693,4,8,Quarterly,31-03-80 12:00
Q15694,4,8,Quarterly,30-06-77 12:00
Q15695,4,8,Quarterly,31-03-03 12:00
Q15696,4,8,Quarterly,31-03-92 12:00
Q15697,4,8,Quarterly,31-01-55 12:00
Q15698,4,8,Quarterly,31-03-03 12:00
Q15699,4,8,Quarterly,31-03-65 12:00
Q15700,4,8,Quarterly,31-03-99 12:00
Q15701,4,8,Quarterly,31-03-93 12:00
Q15702,4,8,Quarterly,31-03-08 12:00
Q15703,4,8,Quarterly,31-03-08 12:00
Q15704,4,8,Quarterly,31-03-01 12:00
Q15705,4,8,Quarterly,31-03-08 12:00
Q15706,4,8,Quarterly,31-03-08 12:00
Q15707,4,8,Quarterly,31-03-01 12:00
Q15708,4,8,Quarterly,31-03-01 12:00
Q15709,4,8,Quarterly,31-03-01 12:00
Q15710,4,8,Quarterly,30-09-09 12:00
Q15711,4,8,Quarterly,30-06-08 12:00
Q15712,4,8,Quarterly,31-03-01 12:00
Q15713,4,8,Quarterly,31-03-01 12:00
Q15714,4,8,Quarterly,31-03-01 12:00
Q15715,4,8,Quarterly,31-03-01 12:00
Q15716,4,8,Quarterly,31-03-01 12:00
Q15717,4,8,Quarterly,31-03-01 12:00
Q15718,4,8,Quarterly,31-03-01 12:00
Q15719,4,8,Quarterly,31-03-01 12:00
Q15720,4,8,Quarterly,31-03-01 12:00
Q15721,4,8,Quarterly,31-03-01 12:00
Q15722,4,8,Quarterly,31-03-01 12:00
Q15723,4,8,Quarterly,31-03-01 12:00
Q15724,4,8,Quarterly,31-03-01 12:00
Q15725,4,8,Quarterly,31-03-01 12:00
Q15726,4,8,Quarterly,31-03-01 12:00
Q15727,4,8,Quarterly,31-03-01 12:00
Q15728,4,8,Quarterly,31-03-01 12:00
Q15729,4,8,Quarterly,31-03-01 12:00
Q15730,4,8,Quarterly,31-03-08 12:00
Q15731,4,8,Quarterly,31-03-08 12:00
Q15732,4,8,Quarterly,30-06-08 12:00
Q15733,4,8,Quarterly,31-12-08 12:00
Q15734,4,8,Quarterly,31-03-01 12:00
Q15735,4,8,Quarterly,31-03-01 12:00
Q15736,4,8,Quarterly,30-09-01 12:00
Q15737,4,8,Quarterly,31-03-01 12:00
Q15738,4,8,Quarterly,31-03-01 12:00
Q15739,4,8,Quarterly,30-06-03 12:00
Q15740,4,8,Quarterly,31-03-01 12:00
Q15741,4,8,Quarterly,31-03-01 12:00
Q15742,4,8,Quarterly,31-03-01 12:00
Q15743,4,8,Quarterly,31-03-01 12:00
Q15744,4,8,Quarterly,31-03-01 12:00
Q15745,4,8,Quarterly,31-03-01 12:00
Q15746,4,8,Quarterly,31-03-01 12:00
Q15747,4,8,Quarterly,31-03-01 12:00
Q15748,4,8,Quarterly,31-03-01 12:00
Q15749,4,8,Quarterly,31-03-01 12:00
Q15750,4,8,Quarterly,31-03-01 12:00
Q15751,4,8,Quarterly,31-03-01 12:00
Q15752,4,8,Quarterly,31-03-01 12:00
Q15753,4,8,Quarterly,31-03-01 12:00
Q15754,4,8,Quarterly,31-12-09 12:00
Q15755,4,8,Quarterly,31-03-01 12:00
Q15756,4,8,Quarterly,31-03-01 12:00
Q15757,4,8,Quarterly,31-03-01 12:00
Q15758,4,8,Quarterly,31-03-02 12:00
Q15759,4,8,Quarterly,31-03-08 12:00
Q15760,4,8,Quarterly,31-03-08 12:00
Q15761,4,8,Quarterly,31-03-08 12:00
Q15762,4,8,Quarterly,31-03-08 12:00
Q15763,4,8,Quarterly,31-03-08 12:00
Q15764,4,8,Quarterly,31-03-08 12:00
Q15765,4,8,Quarterly,31-03-00 12:00
Q15766,4,8,Quarterly,31-03-94 12:00
Q15767,4,8,Quarterly,31-03-94 12:00
Q15768,4,8,Quarterly,31-03-00 12:00
Q15769,4,8,Quarterly,31-03-01 12:00
Q15770,4,8,Quarterly,31-03-01 12:00
Q15771,4,8,Quarterly,31-03-01 12:00
Q15772,4,8,Quarterly,31-03-08 12:00
Q15773,4,8,Quarterly,31-03-09 12:00
Q15774,4,8,Quarterly,31-12-10 12:00
Q15775,4,8,Quarterly,31-03-08 12:00
Q15776,4,8,Quarterly,31-03-09 12:00
Q15777,4,8,Quarterly,31-03-00 12:00
Q15778,4,8,Quarterly,31-03-94 12:00
Q15779,4,8,Quarterly,31-03-09 12:00
Q15780,4,8,Quarterly,31-01-09 12:00
Q15781,4,8,Quarterly,30-06-08 12:00
Q15782,4,8,Quarterly,31-03-08 12:00
Q15783,4,8,Quarterly,31-03-08 12:00
Q15784,4,8,Quarterly,31-12-09 12:00
Q15785,4,8,Quarterly,31-03-08 12:00
Q15786,4,8,Quarterly,31-03-08 12:00
Q15787,4,8,Quarterly,30-06-08 12:00
Q15788,4,8,Quarterly,31-03-09 12:00
Q15789,4,8,Quarterly,31-03-09 12:00
Q15790,4,8,Quarterly,31-03-08 12:00
Q15791,4,8,Quarterly,31-03-94 12:00
Q15792,4,8,Quarterly,31-03-08 12:00
Q15793,4,8,Quarterly,31-03-09 12:00
Q15794,4,8,Quarterly,31-03-01 12:00
Q15795,4,8,Quarterly,31-12-08 12:00
Q15796,4,8,Quarterly,31-03-94 12:00
Q15797,4,8,Quarterly,31-03-94 12:00
Q15798,4,8,Quarterly,31-03-94 12:00
